Unique ID,feature_name,Honorees,City,County,State,Side,Latitude,Longitude,Symbol Type,Symbol Type Other,Sponsors,Year Dedicated,Year Removed,Tracking Status,Private Property,Symbol Location,Removal Date
1226,City of Granbury,Hiram Bronson Granbury,Granbury,Hood,TX,South,32.443815,-97.78841,County/Municipality,,Unknown,1887,,Live,0,,
3132,H.B. Granbury Monument,Hiram Bronson Granbury,Granbury,Hood,TX,South,32.44289,-97.787263,Monument,,United Daughters of the Confederacy,1913,,Live,0,Courthouse grounds,
1199,Confederate Monument,No specific honoree,Gonzales,Gonzales,TX,South,29.50215,-97.452417,Monument,,United Daughters of the Confederacy,1909,,Live,0,Courthouse grounds,
782,Last Meetings of the Confederate Cabinet Marker,No specific honoree,Charlotte,Mecklenburg,NC,South,35.22673,-80.84378,Monument,,United Daughters of the Confederacy,1915,,Live,0,,
1200,Confederate Monument,No specific honoree,Graham,Young,TX,South,33.106583,-98.590533,Monument,,United Daughters of the Confederacy,1916,,Live,0,Courthouse grounds,
785,Confederate Soldiers Monument,No specific honoree,Concord,Cabarrus,NC,South,35.40933,-80.57973,Monument,,Ladies' Memorial Association of Concord,1892,,Live,0,,
1169,Confederate Soldier,No specific honoree,Greenville,Hunt,TX,South,33.125002,-96.088942,Monument,,United Daughters of the Confederacy,1926,,Live,0,,
870,Stonewall Jackson Youth Development Center,"Thomas Jonathan ""Stonewall"" Jackson",Concord,Cabarrus,NC,South,35.362581,-80.600838,Building,,Unknown,1909,,Live,0,,
1117,Stonewall Jackson Road,"Thomas Jonathan ""Stonewall"" Jackson",Hamilton,Hamilton,TX,South,31.710838,-98.12336,Roadway,,Unknown,,,Live,0,,
739,General Lee Lane,Robert E. Lee,Clinton,Sampson,NC,South,34.92733,-78.412776,Roadway,,Unknown,,,Live,0,,
1099,Hood County,John Bell Hood,Granbury,Hood,TX,South,32.442643,-97.78711,County/Municipality,,Unknown,1866,,Live,0,,
834,Confederate Soldiers Monument,No specific honoree,Columbia,Tyrrell,NC,South,35.9176,-76.252183,Monument,,Tyrrell Monument Association,1902,,Live,0,Courthouse grounds,
837,Confederate Soldiers Monument,No specific honoree,Danbury,Stokes,NC,South,36.40942,-80.20604,Monument,,Stokes County Historical Society; Sons of Confederate Veterans,1990,,Live,0,Courthouse grounds,
1201,Confederate Soldier,No specific honoree,Hillsboro,Hill,TX,South,32.011017,-97.1305,Monument,,Sons of Confederate Veterans,1925,,Live,0,Courthouse grounds,
838,Confederate Soldiers Monument,No specific honoree,Dobson,Surry,NC,South,36.395467,-80.7234,Monument,,Sons of Confederate Veterans,2000,,Live,0,Courthouse grounds,
1170,Stonewall Jackson Camp 249,"Thomas Jonathan ""Stonewall"" Jackson",Holliday,Archer,TX,South,33.785417,-98.679367,Monument,,Sons of Confederate Veterans,1999,,Live,0,,
835,Confederate Soldiers Monument,No specific honoree,Currituck,Currituck,NC,South,36.449767,-76.01595,Monument,,United Confederate Veterans,1922,,Live,0,Courthouse grounds,
1115,Confederate Street,No specific honoree,Hemphill,Sabine,TX,South,31.408063,-93.701274,Roadway,,Unknown,,,Live,0,,
836,Gaston County Confederate Soldier Monument,No specific honoree,Dallas,Gaston,NC,South,35.31606,-81.17614,Monument,,Sons of Confederate Veterans,2003,,Live,0,Courthouse grounds,
1116,Stonewall Street,"Thomas Jonathan ""Stonewall"" Jackson",Hemphill,Sabine,TX,South,31.404276,-93.702917,Roadway,,Unknown,,,Live,0,,
786,Confederate Soldiers Monument,No specific honoree,Edenton,Chowan,NC,South,36.057166,-76.609404,Monument,,United Daughters of the Confederacy,1909,,Live,0,,
730,Confederate Dam,No specific honoree,Dillon,Beaverhead,MT,Not Applicable,44.896705,-113.266073,Other,Other,Unknown,,,Live,0,,
1125,Robert Lee Road,Robert E. Lee,Houston,Harris,TX,South,29.809342,-95.372741,Roadway,,Unknown,,,Live,0,,
1229,Stonewall Jackson Campground,"Thomas Jonathan ""Stonewall"" Jackson",Holliday,Archer,TX,South,33.786852,-98.678798,Other,Park,Unknown,,,Live,0,,
738,General Lee Avenue,Robert E. Lee,Dunn,Harnett,NC,South,35.31685,-78.613496,Roadway,,Unknown,,,Live,0,,
1151,Stonewall Road,"Thomas Jonathan ""Stonewall"" Jackson",Holliday,Archer,TX,South,33.786665,-98.679892,Roadway,,Unknown,,,Live,0,,
800,CSS Neuse Confederate Ironclad Gunboat Monument,No specific honoree,Kinston,Lenoir,NC,South,35.25965,-77.583067,Monument,,Unknown,,,Live,0,,
3126,B. F. Terry Boulevard,Benjamin Franklin Terry,Rosenberg,Fort Bend,TX,South,29.545822,-95.770571,Roadway,,Unknown,,,Live,0,,
759,Jefferson Davis Street,Jefferson Davis,Hope Mills,Cumberland,NC,South,34.963585,-78.947438,Roadway,,Unknown,,,Live,0,,
1136,Jeff Davis Street,Jefferson Davis,Marshall,Harrison,TX,South,32.550215,-94.313883,Roadway,,Unknown,,,Live,0,,
797,Confederate Soldiers Monument,No specific honoree,Jacksonville,Onslow,NC,South,34.75088,-77.43136,Monument,,United Daughters of the Confederacy; The Onslow Guards,1957,,Live,0,,
3129,John Reagan Street,John Henninger Reagan,Marshall,Harrison,TX,South,32.549066,-94.317236,Roadway,,Unknown,,,Live,0,,
2176,Dick Dowling Monument,Richard W. Dowling,Sabine Pass,Jefferson,TX,South,29.732017,-93.8944,Monument,,United Daughters of the Confederacy,1937,,Live,0,,
3130,Stuart Lane,"James Ewell Brown ""Jeb"" Stuart",Marshall,Harrison,TX,South,32.550636,-94.318395,Roadway,,Unknown,,,Live,0,,
3134,Dowling Road,Richard W. Dowling,Sabine Pass,Jefferson,TX,South,29.733138,-93.894056,Roadway,,Unknown,,,Live,0,,
1209,WWI and Confederate Soldier Monument,No specific honoree,Memphis,Hall,TX,South,34.724914,-100.536714,Monument,,United Daughters of the Confederacy,1924,,Live,0,Courthouse grounds,
1968,B. F. Terry High School,Benjamin Franklin Terry,Rosenberg,Fort Bend,TX,South,29.544048,-95.772942,School,,Unknown,1980,,Live,0,,
1212,Confederate Monument,No specific honoree,Rusk,Cherokee,TX,South,31.79526,-95.150148,Monument,,United Daughters of the Confederacy,1907,,Live,0,Courthouse grounds,
1137,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Marshall,Harrison,TX,South,32.550239,-94.314454,Roadway,,Unknown,,,Live,0,,
1108,Tom Green County,Thomas Green,San Angelo,Tom Green,TX,South,31.462372,-100.439351,County/Municipality,,State of Texas,1875,,Live,0,,
1974,Beauregard Avenue,Pierre Gustave Toutant-Beauregard,San Angelo,Tom Green,TX,South,31.451711,-100.463442,Roadway,,Unknown,,,Live,0,,
1940,Confederate Reunion Grounds State Historic Site,No specific honoree,Mexia,Limestone,TX,South,31.631685,-96.560497,Other,Park,United Confederate Veterans,1983,,Live,0,,
3143,Reagan Elementary School,John Henninger Reagan,San Angelo,Tom Green,TX,South,31.478324,-100.444078,School,,Unknown,,,Live,0,,
1102,Roberts County,Oran Milo Roberts,Miami,Roberts,TX,South,35.692658,-100.635389,County/Municipality,,State of Texas,1889,,Live,0,,
792,Confederate Soldiers Memorial,No specific honoree,Franklin,Macon,NC,South,35.18165,-83.381317,Monument,,Unknown,1909,,Live,0,,
1222,Site of Confederate Arms Factory,No specific honoree,Lancaster,Dallas,TX,South,32.592113,-96.758311,Monument,,Unknown,1936,,Live,0,Government Office Grounds,
841,Confederate Soldiers Monument,No specific honoree,Gastonia,Gaston,NC,South,35.26646,-81.18229,Monument,,United Daughters of the Confederacy; Children of the Confederacy,1912,,Live,0,Courthouse grounds,
1143,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",League City,Galveston,TX,South,29.488096,-95.130963,Roadway,,Unknown,,,Live,0,,
1100,Winkler County,Clinton M. Winkler,Kermit,Winkler,TX,South,31.857165,-103.093679,County/Municipality,,Unknown,1910,,Live,0,,
791,Forest City Confederate Monument,No specific honoree,Forest City,Rutherford,NC,South,35.3338,-81.8653,Monument,,United Daughters of the Confederacy,1932,,Live,0,,
1150,Confederate Park Road,No specific honoree,Lakeside,Tarrant,TX,South,32.823054,-97.493223,Roadway,,Unknown,,,Live,0,,
778,Fort Bragg,Braxton Bragg,Fort Bragg,"Cumberland, Hoke, Harnett",NC,South,35.145052,-79.002052,Other,Military,Unknown,1918,,Live,0,Military,
794,Army of Tennessee Monument,No specific honoree,Greensboro,Guilford,NC,South,36.06751,-79.79003,Monument,,Sons of Confederate Veterans,1985,,Live,0,,
1924,Polk County Courthouse Confederate Monument,No specific honoree,Livingston,Polk,TX,South,30.710733,-94.933633,Monument,,United Confederate Veterans,1900,,Live,0,Courthouse grounds,
795,Confederate Soldiers Monument,No specific honoree,Greensboro,Guilford,NC,South,36.067517,-79.790104,Monument,,Sons of Confederate Veterans,1986,,Live,0,,
1123,Robert E Lee Road,Robert E. Lee,Livingston,Polk,TX,South,30.651967,-94.835812,Roadway,,Unknown,,,Live,0,,
1107,Upton County,John C. and William F. Upton,Rankin,Upton,TX,South,31.226344,-101.937492,County/Municipality,,Unknown,1910,,Live,0,,
793,Confederate Soldiers Monument,No specific honoree,Gatesville,Gates,NC,South,36.40327,-76.75299,Monument,,Confederate Monument Association,1915,,Live,0,,
1128,Robert Lee Street,Robert E. Lee,Levelland,Hockley,TX,South,33.599719,-102.322574,Roadway,,Unknown,,,Live,0,,
842,Confederate Soldiers Monument,No specific honoree,Graham,Alamance,NC,South,36.06954,-79.40035,Monument,,United Daughters of the Confederacy,1914,,Live,0,Courthouse grounds,
1114,Confederate Street,No specific honoree,Liberty,Liberty,TX,South,30.055698,-94.808003,Roadway,,Unknown,,,Live,0,,
1207,Confederate Heroes,No specific honoree,Longview,Gregg,TX,South,32.496267,-94.738717,Monument,,United Daughters of the Confederacy,1911,,Live,0,Courthouse grounds,
1142,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Richmond,Fort Bend,TX,South,29.545384,-95.691785,Roadway,,Unknown,,,Live,0,,
1101,Gregg County,John Gregg,Longview,Gregg,TX,South,32.496805,-94.738658,County/Municipality,,Unknown,1873,,Live,0,,
844,Confederate Soldiers Monument,No specific honoree,Hendersonville,Henderson,NC,South,35.31444,-82.46017,Monument,,United Confederate Veterans,1903,,Live,0,,
1144,Bedford Forrest Lane,Nathan Bedford Forrest,Ridgley,Lake,TX,South,36.270992,-89.481455,Roadway,,Unknown,,,Live,0,,
1206,Confederate Soldier Monument,No specific honoree,Llano,Llano,TX,South,30.750143,-98.676108,Monument,,United Daughters of the Confederacy,1915,,Live,0,Courthouse grounds,
1141,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Richmond,Fort Bend,TX,South,29.546262,-95.68997,Roadway,,Unknown,,,Live,0,,
733,Vance County,Zebulon Baird Vance,Henderson,Vance,NC,South,36.329358,-78.401723,County/Municipality,,Unknown,1881,,Live,0,,
1140,Jeff Davis Drive,Jefferson Davis,Richmond,Fort Bend,TX,South,29.545356,-95.690851,Roadway,,Unknown,,,Live,0,,
2162,Confederate Monument,No specific honoree,Marlin,Falls,TX,South,31.306967,-96.898283,Monument,,United Daughters of the Confederacy,1925,,Live,0,Courthouse grounds,
1126,Robert Lee Avenue,Robert E. Lee,Roma,Starr,TX,South,26.407148,-98.986983,Roadway,,Unknown,,,Live,0,,
796,Confederate Soldiers Monument,No specific honoree,Holly Springs,Wake,NC,South,35.65116,-78.83521,Monument,,United Daughters of the Confederacy; United Confederate Veterans,1923,,Live,0,,
1174,Confederate Monument,No specific honoree,Marshall,Harrison,TX,South,32.545,-94.36705,Monument,,United Daughters of the Confederacy,1906,,Live,0,,
2178,Robert E. Lee Dixie Highway Marker,Robert E. Lee,Hendersonville,Henderson,NC,South,35.314683,-82.459617,Monument,,United Daughters of the Confederacy,1926,,Live,0,Courthouse grounds,
3135,City of Lubbock,Thomas Saltus Lubbock,Lubbock,Lubbock,TX,South,33.583159,-101.8539,County/Municipality,,Unknown,,,Live,0,,
1227,City of Robert Lee,Robert E. Lee,Robert Lee,Coke,TX,South,31.89319,-100.485579,County/Municipality,,Unknown,,,Live,0,,
845,Confederate Soldiers Monument,No specific honoree,Hertford,Perquimans,NC,South,36.18952,-76.46564,Monument,,United Daughters of the Confederacy,1912,,Live,0,Courthouse grounds,
1930,Lubbock County,Thomas Saltus Lubbock,Lubbock,Lubbock,TX,South,33.584999,-101.844932,County/Municipality,,Unknown,1876,,Live,0,,
1261,Robert Lee School,Robert E. Lee,Robert Lee,Coke,TX,South,31.901197,-100.486487,School,,Unknown,1927,,Live,0,,
1231,Lee College,Robert E. Lee,Baytown,Harris,TX,South,29.734485,-94.976211,Other,College,Unknown,1934,,Live,0,College,
1861,Oran M. Roberts Elementary School,Oran Milo Roberts,Dallas,Dallas,TX,South,32.788354,-96.75398,School,,Unknown,1910,,Live,0,,
1058,Confederate Monument,No specific honoree,Union City,Obion,TN,South,36.420963,-89.04734,Monument,,Unknown,1869,,Live,0,,
1238,Robert E. Lee High School,Robert E. Lee,Baytown,Harris,TX,South,29.731033,-94.98646,School,,Unknown,1928,,Live,0,,
1080,Confederate Monument,No specific honoree,Waynesboro,Wayne,TN,South,35.31965,-87.762583,Monument,,Sons of Confederate Veterans,2004,,Live,0,Courthouse grounds,
1078,Confederate Monument,No specific honoree,Trenton,Gibson,TN,South,35.980883,-88.9415,Monument,,United Daughters of the Confederacy,1907,,Live,0,Courthouse grounds,
1186,Confederate Monument,No specific honoree,Bay City,Matagorda,TX,South,28.982067,-95.969417,Monument,,United Daughters of the Confederacy,1913,,Live,0,Courthouse grounds,
1079,Confederate Monument,No specific honoree,Union City,Obion,TN,South,36.424204,-89.056252,Monument,,United Daughters of the Confederacy,1909,,Live,0,Courthouse grounds,
3124,Lee Parkway,Robert E. Lee,Dallas,Dallas,TX,South,32.808899,-96.805007,Roadway,,Unknown,,,Live,0,,
2148,Cannon County Confederate Monument,No specific honoree,Woodbury,Cannon,TN,South,35.82565,-86.086133,Monument,,United Daughters of the Confederacy,1926,,Live,0,,
1187,Confederate Monument,No specific honoree,Belton,Bell,TX,South,31.056217,-97.463733,Monument,,United Daughters of the Confederacy,1916,,Live,0,Courthouse grounds,
1860,W.H. Gaston Middle School,W.H. Gaston,Dallas,Dallas,TX,South,32.825458,-96.693365,School,,Unknown,1954,,Live,0,,
3138,Reagan County Elementary School,John Henninger Reagan,Big Lake,Reagan,TX,South,31.19535,-101.463374,School,,Unknown,1921,,Live,0,,
3137,Reagan County High School,John Henninger Reagan,Big Lake,Reagan,TX,South,31.20182,-101.451709,School,,Unknown,1921,,Live,0,,
1090,Reagan County,John Henninger Reagan,Big Lake,Reagan,TX,South,31.19284,-101.460548,County/Municipality,,Unknown,1903,,Live,0,,
1075,DeKalb County Confederate Monument,No specific honoree,Smithville,DeKalb,TN,South,35.9606,-85.8132,Monument,,Sons of Confederate Veterans,1996,,Live,0,Courthouse grounds,
1980,General Barksdale Drive,William Barksdale,Smyrna,Rutherford,TN,South,35.945158,-86.535271,Roadway,,Unknown,,,Live,0,,
1154,Confederate Heroes Day*,No specific honoree,Austin,Travis,TX,South,30.27455,-97.739811,Other,Holiday,Unknown,,,Live,0,,
1074,Confederate Monument,No specific honoree,Selmer,McNairy,TN,South,35.170891,-88.593654,Monument,,Sons of Confederate Veterans,1994,,Live,0,Courthouse grounds,
1219,Confederate Soldiers Monument,No specific honoree,Austin,Travis,TX,South,30.2732,-97.740833,Monument,,Surviving comrades,1903,,Live,0,Government Office Grounds,
1981,General Palmer Drive,Joseph B. Palmer,Smyrna,Rutherford,TN,South,35.942985,-86.531723,Roadway,,Unknown,,,Live,0,,
2251,Jefferson Davis Highway Marker,Jefferson Davis,Austin,Travis,TX,South,30.19145,-97.779633,Monument,,United Daughters of the Confederacy,1931,,Live,0,,
1027,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Smyrna,Rutherford,TN,South,36.008059,-86.494167,Roadway,,Unknown,,,Live,0,,
1220,Hood's Texas Brigade Monument,John Bell Hood,Austin,Travis,TX,South,30.274033,-97.739367,Monument,,Reunion Association of Hood's Texas Brigade,1910,,Live,0,Government Office Grounds,
1982,General Featherstone [sic] Drive,Winfield S. Featherston,Smyrna,Rutherford,TN,South,35.943577,-86.532866,Roadway,,Unknown,,,Live,0,,
1979,General Forrest Drive,Nathan Bedford Forrest,Smyrna,Rutherford,TN,South,35.94283,-86.53014,Roadway,,Unknown,,,Live,0,,
1191,Call to Arms Monument,No specific honoree,Corsicana,Navarro,TX,South,32.094917,-96.468683,Monument,,United Daughters of the Confederacy,1909,,Live,0,Courthouse grounds,
1819,John H. Reagan State Office Building,John Henninger Reagan,Austin,Travis,TX,South,30.276665,-97.740216,Building,,Unknown,,,Live,0,Government Office Grounds,
1019,Robert E. Lee Lane,Robert E. Lee,Smyrna,Rutherford,TN,South,35.988377,-86.480442,Roadway,,Unknown,,,Live,0,,
1096,Foard County,Robert L. Foard,Crowell,Foard,TX,South,33.983421,-99.724466,County/Municipality,,Unknown,1891,,Live,0,,
3114,Sam Davis Drive,Sam Davis,Smyrna,Rutherford,TN,South,35.942448,-86.533445,Roadway,,Unknown,,,Live,0,,
1029,Lee Lane,Robert E. Lee,Smyrna,Rutherford,TN,South,36.007269,-86.491421,Roadway,,Unknown,,,Live,0,,
3113,Longstreet Drive,James Longstreet,Smyrna,Rutherford,TN,South,36.007243,-86.490391,Roadway,,Unknown,,,Live,0,,
1076,Confederate Monument,No specific honoree,Spencer,Van Buren,TN,South,35.747517,-85.467167,Monument,,Van Buren County Historical Society,,,Live,0,Courthouse grounds,
1077,Confederate Monument,No specific honoree,Springfield,Robertson,TN,South,36.509167,-86.88555,Monument,,Sons of Confederate Veterans,2012,,Live,0,Courthouse grounds,
1221,Terry's Texas Rangers Monument,No specific honoree,Austin,Travis,TX,South,30.273967,-97.74075,Monument,,Surviving comrades,1907,,Live,0,Government Office Grounds,
1192,General Augustus C. Buchel Monument,Augustus C. Buchel,Cuero,DeWitt,TX,South,29.092157,-97.288932,Monument,,Dewitt County,1963,,Live,0,Courthouse grounds,
1037,Sam Davis Road,Sam Davis,Smyrna,Rutherford,TN,South,35.98588,-86.497092,Roadway,,Unknown,,,Live,0,,
1028,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Smyrna,Rutherford,TN,South,36.007807,-86.492343,Roadway,,Unknown,,,Live,0,,
1189,Patrick Cleburne monument,Patrick Cleburne,Cleburne,Johnson,TX,South,32.346076,-97.389195,Monument,,Buffalo Creek Association,2015,,Live,0,Courthouse grounds,
1168,Confederate Heroes,No specific honoree,Gainesville,Cooke,TX,South,33.6233,-97.15355,Monument,,United Daughters of the Confederacy,1908,,Live,0,,
1122,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Conroe,Montgomery,TX,South,30.260793,-95.445002,Roadway,,Unknown,,,Live,0,,
1195,Confederate Soldier Monument,No specific honoree,Gainesville,Cooke,TX,South,33.624097,-97.145496,Monument,,Unknown,1911,,Live,0,Courthouse grounds,
1190,Confederate Monument,No specific honoree,Cleburne,Johnson,TX,South,32.347083,-97.385967,Monument,,United Daughters of the Confederacy,1917,,Live,0,Courthouse grounds,
832,Confederate Soldiers Monument,No specific honoree,Burnsville,Yancey,NC,South,35.91722,-82.29906,Monument,,Sons of Confederate Veterans; Confederate Monument Association,2009,,Live,0,Courthouse grounds,
1095,Johnson County,Middleton T. Johnson,Cleburne,Johnson,TX,South,32.344706,-97.389435,County/Municipality,,Unknown,1867,,Live,0,,
5012,Jefferson Davis Highway Marker,Jefferson Davis,Chapel Hill,"Durham‎, ‎Orange",NC,South,35.914202,-79.052857,Other,Marker,Unknown,,2019,Live,0,,2/22/2019 12:00
1120,Jubal Early Lane,Jubal Anderson Early,Conroe,Montgomery,TX,South,30.260218,-95.438148,Roadway,,Unknown,,,Live,0,,
1121,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Conroe,Montgomery,TX,South,30.259143,-95.44053,Roadway,,Unknown,,,Live,0,,
1196,Dignified Resignation Monument,No specific honoree,Galveston,Galveston,TX,South,29.303117,-94.7899,Monument,,United Daughters of the Confederacy,1912,,Live,0,Courthouse grounds,
1845,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Charlotte,Mecklenburg,NC,South,35.222179,-80.825079,Roadway,,Unknown,,,Live,0,,
1198,Confederate Monument,No specific honoree,Goldthwaite,Mills,TX,South,31.450017,-98.56975,Monument,,United Confederate Veterans,1915,,Live,0,Courthouse grounds,
784,Jefferson Davis Plaque,Jefferson Davis,Charlotte,Mecklenburg,NC,South,35.22635,-80.84451,Monument,,Unknown,,,Live,0,,
2134,Jefferson Davis Highway Marker,Jefferson Davis,Goliad,Goliad,TX,South,28.667667,-97.409733,Monument,,United Daughters of the Confederacy,,,Live,0,,
1197,Confederate Monument,No specific honoree,Georgetown,Williamson,TX,South,30.636768,-97.677528,Monument,,United Daughters of the Confederacy,1916,,Live,0,Courthouse grounds,
1844,West Hill Street,Daniel H. Hill,Charlotte,Mecklenburg,NC,South,35.227609,-80.855395,Roadway,,Unknown,1869,,Live,0,,
1098,Lee County,Robert E. Lee,Giddings,Lee,TX,South,30.181344,-96.937972,County/Municipality,,Unknown,1874,,Live,0,,
2158,Bowie Pelham Camp Monument,No specific honoree,Bowie,Montague,TX,South,33.552167,-97.832667,Monument,,United Confederate Veterans,,,Live,0,,
3131,Lee Circle,Robert E. Lee,Edinburg,Hidalgo,TX,South,26.294513,-98.177057,Roadway,,Unknown,,,Live,0,,
3139,Breckenridge High School,John C. Breckinridge,Breckenridge,Stephens,TX,South,32.758711,-98.908219,School,,Unknown,,,Live,0,,
3136,Reagan County Middle School,John Henninger Reagan,Big Lake,Reagan,TX,South,31.194801,-101.454151,School,,Unknown,1921,,Live,0,,
1188,Confederate Monument,No specific honoree,Bonham,Fannin,TX,South,33.57779,-96.178896,Monument,,United Daughters of the Confederacy; Confederate Veterans Association,1905,,Live,0,Courthouse grounds,
1829,Stephens County,Alexander Stephens,Breckenridge,Stephens,TX,South,32.755819,-98.904515,County/Municipality,,Unknown,1861,,Live,0,,
1167,Confederate Soldier,No specific honoree,Farmersville,Collin,TX,South,33.16175,-96.359517,Monument,,United Daughters of the Confederacy,1917,,Live,0,,
1091,Terry County,Benjamin Franklin Terry,Brownfield,Terry,TX,South,33.178608,-102.280566,County/Municipality,,Unknown,1904,,Live,0,,
1245,Robert E. Lee Elementary School,Robert E. Lee,Edinburg,Hidalgo,TX,South,26.296758,-98.176272,School,,Unknown,,,Live,0,,
3140,Breckenridge Junior High School,John C. Breckinridge,Breckenridge,Stephens,TX,South,32.759018,-98.908563,School,,Unknown,,,Live,0,,
3141,City of Breckenridge,John C. Breckinridge,Breckenridge,Stephens,TX,South,32.755936,-98.90525,County/Municipality,,Unknown,1876,,Live,0,,
1881,Davis Mountains State Park,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,30.599059,-103.930104,Other,Park,Unknown,1933,,Live,0,,
1092,Hemphill County,John Hemphill,Canadian,Hemphill,TX,South,35.912797,-100.383172,County/Municipality,,Unknown,1877,,Live,0,,
1093,Randall County,Horace Randal,Canyon,Randall,TX,South,34.979261,-101.928201,County/Municipality,,Unknown,1889,,Live,0,,
830,Mitchell County's Confederate Dead,No specific honoree,Bakersville,Mitchell,NC,South,36.015511,-82.158191,Monument,,Sons of Confederate Veterans; Martha Reid Silver Confederate Memorial Association,2011,,Live,0,Courthouse grounds,
1225,City of Fort Davis,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,30.588442,-103.895231,County/Municipality,,Unknown,,,Live,0,,
1880,Davis Mountains,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,30.633333,-104.166667,Other,Other,Unknown,1854,,Live,0,,
1834,Robert E. Lee Youth Building,Robert E. Lee,Brownsville,Terry,TX,South,25.89908,-97.494917,Building,,Unknown,,,Live,0,,
1155,Fort Hood,John Bell Hood,Fort Hood,Bell,TX,South,31.194999,-97.741342,Other,Military,Unknown,1942,,Live,0,Military,
1224,City of Cleburne,Patrick Cleburne,Cleburne,Johnson,TX,South,32.34771,-97.383872,County/Municipality,,Unknown,1871,,Live,0,,
831,Confederate Soldiers Monument,No specific honoree,Burgaw,Pender,NC,South,34.55057,-77.92634,Monument,,United Daughters of the Confederacy,1914,,Live,0,Courthouse grounds,
1162,Cleburne Mural,Patrick Cleburne,Cleburne,Johnson,TX,South,32.345667,-97.385817,Other,Other,Howard Dudley,2009,,Live,0,,
732,Pender County,William Dorsey Pender,Burgaw,Pender,NC,South,34.550681,-77.925825,County/Municipality,,Unknown,1875,,Live,0,,
1247,Fort Davis School,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,30.586961,-103.898693,School,,Unknown,,,Live,0,,
2136,Albert Sidney Johnston Monument,Albert Sidney Johnston,China Grove,Bexar,TX,South,29.313517,-95.450267,Monument,,United Daughters of the Confederacy,,,Live,0,,
2211,Pamlico County Confederate Monument,No specific honoree,Bayboro,Pamlico,NC,South,35.142883,-76.771017,Monument,,United Daughters of the Confederacy,1939,,Live,0,Courthouse grounds,
1097,Jeff Davis County,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,30.588425,-103.894918,County/Municipality,,Unknown,1887,,Live,0,,
1161,Confederate Soldier,No specific honoree,Clarksville,Red River,TX,South,33.61135,-95.0502,Monument,,Unknown,1912,,Live,0,,
780,Confederate Soldiers Monument,No specific honoree,Beaufort,Carteret,NC,South,34.719317,-76.6628,Monument,,United Daughters of the Confederacy,1926,,Live,0,,
1870,Nathan Bedford Forrest State Park,Nathan Bedford Forrest,Eva,Benton,TN,South,36.088718,-87.97416,Other,Park,Unknown,1929,,Live,0,,
1305,General AP Hill Avenue,A.P. Hill,Culpeper,Culpeper,VA,South,38.496886,-78.036487,Roadway,,Unknown,,,Live,0,,
1468,Lee Hill Community Center,Robert E. Lee,Fredericksburg,Fredericksburg City,VA,South,38.256181,-77.418935,Other,Park,Unknown,,,Live,0,,
1302,General Jackson Avenue,"Thomas Jonathan ""Stonewall"" Jackson",Culpeper,Culpeper,VA,South,38.500244,-78.037918,Roadway,,Unknown,,,Live,0,,
1473,Lee Hill Elementary School,Robert E. Lee,Fredericksburg,Fredericksburg City,VA,South,38.227029,-77.45991,School,,Unknown,1977,,Live,0,,
1375,Confederate Monument,No specific honoree,Fredericksburg,Fredericksburg City,VA,South,38.300283,-77.464133,Monument,,Sons of Confederate Veterans,2009,,Live,0,,
3148,General Longstreet Avenue,James Longstreet,Culpeper,Culpeper,VA,South,38.500458,-78.037232,Roadway,,Unknown,,,Live,0,,
1376,The Heights at Smith Run,No specific honoree,Fredericksburg,Fredericksburg City,VA,South,38.3059,-77.49665,Monument,,Sons of Confederate Veterans,2014,,Live,0,,
1306,General Winder Road,John Henry Winder,Culpeper,Culpeper,VA,South,38.397732,-78.080158,Roadway,,Unknown,,,Live,0,,
1432,Confederate Monument,No specific honoree,Gate City,Scott,VA,South,36.638233,-82.580433,Monument,,Sons of Confederate Veterans,1988,,Live,0,Courthouse grounds,
1304,General Jeb Stuart Lane,"James Ewell Brown ""Jeb"" Stuart",Culpeper,Culpeper,VA,South,38.502015,-78.033841,Roadway,,Unknown,,,Live,0,,
3162,Lee Hill School Drive,Robert E. Lee,Fredericksburg,Fredericksburg City,VA,South,38.227768,-77.459156,Roadway,,Unknown,,,Live,0,,
1301,General Lee Avenue,Robert E. Lee,Culpeper,Culpeper,VA,South,38.497533,-78.037352,Roadway,,Unknown,,,Live,0,,
3163,Lee Hill Village Cir,Robert E. Lee,Fredericksburg,Fredericksburg City,VA,South,38.227543,-77.463605,Roadway,,Unknown,,,Live,0,,
3151,Mosby Lane,John Singleton Mosby,Culpeper,Culpeper,VA,South,38.488169,-77.98792,Roadway,,Unknown,,,Live,0,,
